"ID_Bus";"Desc_Ruta";"ID_Modalidad";"ID_Depto";"ID_Municipio";"HoraInicio";"HoraFinal";"TiempoEstimado";"KmlUbicacion"
486;"Ruta 8 - Monte Carlos";1;6;75;"5:40:00";"17:30:00";"15 Minutos";"https://www.dropbox.com/s/i8stmombc1pf9vu/Ruta%208%20Monte%20Carlos.kmz?dl=1"
487;"Ruta 8 - Monte Carlos";1;6;75;"5:40:00";"17:30:00";"15 Minutos";"https://www.dropbox.com/s/i8stmombc1pf9vu/Ruta%208%20Monte%20Carlos.kmz?dl=1"
488;"Ruta 9 - Res. Villa Bertilia";1;6;75;"6:00:00";"17:00:00";"10 Minutos";"https://www.dropbox.com/s/9h32i0vkcke54r0/Ruta%209%20Res.%20Villa%20Bertilia.kmz?dl=1"
489;"Ruta 10 - Ciudad Chorotega";1;6;75;"5:00:00";"16:20:00";"45 Minutos";"https://www.dropbox.com/s/ri41hzx9e2nm6z3/Ruta%2010%20Ciudad%20Chorotega.kmz?dl=1"
490;"Ruta 11 - El Dorado";1;6;75;"5:00:00";"17:00:00";"8 Minutos";"https://www.dropbox.com/s/x8cmol67fmc649l/Ruta%2011%20El%20Dorado.kmz?dl=1"
491;"Ruta 11 - El Dorado";1;6;75;"5:00:00";"17:00:00";"8 Minutos";"https://www.dropbox.com/s/x8cmol67fmc649l/Ruta%2011%20El%20Dorado.kmz?dl=1"
492;"Ruta 11 - El Dorado";1;6;75;"5:00:00";"17:00:00";"8 Minutos";"https://www.dropbox.com/s/x8cmol67fmc649l/Ruta%2011%20El%20Dorado.kmz?dl=1"
493;"San Juan - Intibuca - La Esperanza";1;10;144;"4:50:00";"19:30:00";"300 Minutos";"https://www.dropbox.com/s/s1q0oadf0m1r9q2/San_Juan_Intibuca_-_La_Esperanza.kmz?dl=1"
494;"La Esperanza - Intibuca - Gracias Lempira";2;10;144;"5:00:00";"17:00:00";"60 Minutos";"https://www.dropbox.com/s/25dqi8n9gb9fuf5/La%20Esperanza%20-%20Intibuca%20-%20Gracias%20Lempira.kmz?dl=1"
495;"La Esperanza - Azacualpa - Intibuca";1;10;144;"5:30:00";"17:30:00";"30 Minutos";"https://www.dropbox.com/s/z344tpoy7wbghpn/La_Esperanza%20-%20Azacualpa%20-%20Intibuca.kmz?dl=1"
496;"La Esperanza - Monquecagua";1;10;144;"4:30:00";"17:30:00";"30 Minutos";"https://www.dropbox.com/s/f1mvqemvwba2ggh/La%20Esperanza%20-%20Monquecagua.kmz?dl=1"
497;"El Clarinero - La Puerta - La Esperanza";1;10;144;"6:00:00";"18:30:00";"30 Minutos";"https://www.dropbox.com/s/lc096fz6cpgcihf/El%20Clarinero%20-%20La%20Puerta%20-%20La%20Esperanza.kmz?dl=1"
498;"El Barrial - La Puerta - La Esperanza";1;10;144;"5:10:00";"16:20:00";"200 Minutos";"https://www.dropbox.com/s/c75ak35ae9636g3/El%20Barrial%20%20-%20La%20Puerta%20-%20La%20Esperanza.kmz?dl=1"
499;"El Pahislal - La Esperanza";1;10;144;"7:00:00";"17:00:00";"15 Minutos";"https://www.dropbox.com/s/qduiboeetlrh0l6/El_Pahislal_-_La_Esperanza.kmz?dl=1"
500;"La Esperanza - Chiligatoro - El Limoncillo";1;10;144;"7:00:00";"17:00:00";"90 Minutos";"https://www.dropbox.com/s/tlntrz9ry7vvlv0/La_Esperanza_-_Chiligator_-_El_Limoncillo.kmz?dl=1"
501;"La - Esperanza - El_Pelón";1;10;144;"5:00:00";"16:00:00";"180 Minutos";"https://www.dropbox.com/s/zpfebq1ebwr5chu/La%20-%20Esperanza%20-%20El%20Pel%C3%B3n.kmz?dl=1"
515;"Ruta Centenario - San Felipe";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/pdprx23des2d27i/CENTENARIO%20SAN%20FELIPE.kmz?dl=1"
516;"Ruta Centro - 21 de Octubre - Los Girasoles";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/zb93egc7h6shnx0/CENTRO%2021%20DE%20OCTUBRE%20LOS%20GIRASOLES.kmz?dl=1"
517;"Ruta Centro - Cerro Grande Zona 2";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/ek3xzsjhxlsbgyq/CENTRO%20CERRO%20GRANDE%20ZONA%202.kmz?dl=1"
518;"Ruta Centro - El Chile";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/jsvz331fabespjf/CENTRO%20EL%20CHILE.kmz?dl=1"
519;"Ruta Centro - Flor del Campo";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/sjf3tfiagalr4ak/CENTRO%20FLOR%20DEL%20CAMPO.kmz?dl=0"
520;"Ruta Centro - La Travesia";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/3n294tlfvhmd4s2/CENTRO%20LA%20TRAVESIA.kmz?dl=1"
521;"Ruta Centro - Prados Universitarios";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/dyqstk64nhy58wv/CENTRO%20PRADOS%20UNIVERSITARIOS.kmz?dl=1"
522;"Ruta Centro - Reparto por Arriba";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/6z3po4z0wei3bek/CENTRO%20REPARTO%20POR%20ARRIBA.kmz?dl=1"
523;"Ruta Centro - Sagastume";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/z87ud7eg2njj1yf/CENTRO%20SAGASTUME.kmz?dl=1"
524;"Ruta Centro - Villa Adela - Inst. Central";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/9ymuodl6plmoheq/CENTRO%20VILLA%20ADELA%20INST.%20CENTRAL.kmz?dl=1"
525;"Ruta Centro - Villa Olimpica";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/znnphv50n23n7o2/CENTRO%20VILLA%20OLIMPICA.kmz?dl=1"
526;"Ruta Cerro Grande Zona 4 - Los Dolores";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/f1p139frca13di3/CERRO%20GRANDE%20ZONA%204%20LOS%20DOLORES.kmz?dl=1"
527;"Ruta Col. Miraflores - Corte Suprema - Centro";3;8;110;"5:00:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/c82hx467w7nnu17/COL.MIRAFLORES%20CORTE%20SUPREMA%20CENTRO.kmz?dl=1"
528;"Ruta 1 ave. 3 calle Comayaguela - Col. 21 de Octubre";3;8;110;"5:00:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/haq3s76e1eowns0/COMAYAGUELA%2021%20DE%20OCTUBRE.kmz?dl=1"
530;"Ruta Hato de Enmedio - Centro";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/i03iqgeh57oo6vk/HATO%20DE%20EN%20MEDIO%20CENTRO.kmz?dl=1"
531;"Ruta Hotel Granada - La Estanzuela";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/znbuzdrcy0e3fsv/HOTEL%20GRANADA%20LA%20ESTANZUELA.kmz?dl=1"
532;"Ruta La Granja - UNAH";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/rr5mdilmvnubseq/LA%20GRANJA%20UNAH.kmz?dl=0"
533;"Ruta Las Palmas - Centro ( Blvd. Juan Pablo II)";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/aky7elu8m2la4v9/LAS%20PALMAS%20CENTRO%20%28BLVD.%20JP%20II%29.kmz?dl=0"
534;"Ruta Las Palmas - Centro ( Blvd. Suyapa)";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/76gy4kn4k4quhpm/LAS%20PALMAS%20CENTRO%20%28BLVD.%20SUYAPA%29.kmz?dl=0"
535;"Ruta Mercado Los Dolores - El Bosque";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/b1g14qeuqwd3dv6/MERCADO%20LOS%20DOLORES%20EL%20BOSQUE.kmz?dl=0"
536;"Ruta Mercado San Miguel - Col. San Miguel";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/xfb36plt1mvtl89/MERCADO%20SAN%20MIGUEL%20COL%20SAN%20MIGUEL.kmz?dl=1"
537;"Ruta Mercado - Campo Cielo";3;8;110;"5:30:00";"8:00:00";"1 Minutos";"https://www.dropbox.com/s/0sx4my5kj7xm6fr/MERCADO%20CAMPO%20CIELO.kmz?dl=0"
538;"Ruta Mercado - Kennedy";3;8;110;"5:30:00";"8:00:00";"1 Minutos";"https://www.dropbox.com/s/uzx44wou1pewmtq/MERCADO%20KENNEDY.kmz?dl=1"
539;"Ruta Mercado - Col. San Miguel";3;8;110;"5:30:00";"8:00:00";"1 Minutos";"https://www.dropbox.com/s/u7x5adpd2kjvvd2/MERCADO%20SAN%20MIGUEL.kmz?dl=1"
540;"Ruta Mercado Los Dolores - Buenos Aires";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/voo3dyh5klft3gw/MERCADO%20LOS%20DOLORES%20BUENOS%20AIRES.kmz?dl=1"
541;"Ruta Metromall - Quezada";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/lg4hynqekt8dpmo/METROMALL%20QUEZADA.kmz?dl=1"
542;"Ruta Metromall - Col. San Francisco";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/v74idsdpgtr8rv9/METROMALL%20SAN%20FRANCISCO.kmz?dl=1"
543;"Ruta Plaza Cuba - San Felipe - UPNFM";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/k8zmmhecgudg0fx/PLAZA%20CUBA%20SAN%20FELIPE%20UPNFM.kmz?dl=1"
544;"Ruta Puente Carias - La Era";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/3pp4ntmbg7tvoij/PUENTE%20CARIAS%20LA%20ERA.kmz?dl=0"
545;"Ruta Reparto por Bajo - Centro";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/vuoscufyuklfl12/REPARTO%20POR%20BAJO%20CENTRO.kmz?dl=1"
546;"Ruta San Jose Pedregal - Centro";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/fx960kpiaghpmqu/SAN%20JOSE%20PEDREGAL%20CENTRO.kmz?dl=1"
547;"Ruta Torocagua - UPNFM";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/6tsphmhu04wuc2s/TOROCAGUA%20UPNFM.kmz?dl=1"
548;"Ruta UNAH - 21 de Octubre";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/vcwbm22w3j5a5tl/UNAH%2021%20OCTUBRE.kmz?dl=1"
549;"Ruta UNAH - Centro";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/21rlg3p3b1rtw95/UNAH%20CENTRO.kmz?dl=1"
550;"Ruta UNAH - El Sitio";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/96dkxtsioo98l9r/UNAH%20EL%20SITIO.kmz?dl=1"
551;"Ruta UNAH - Kennedy";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/nqp3df4l5l1m4xp/UNAH%20KENNEDY.kmz?dl=1"
552;"Ruta UNAH - Loarque";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/ngzkzt7ur2rmcll/UNAH%20LOARQUE.kmz?dl=1"
553;"Ruta UNAH - Res. La Vega";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/bdrs253ns0ub1ux/UNAH%20RES%20LA%20VEGA.kmz?dl=1"
554;"Ruta UNAH - Res. Plaza";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/jqa4cykpma81w8s/UNAH%20RES.%20PLAZA.kmz?dl=1"
555;"Ruta UNAH - San Pablo (Anillo)";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/hthohzi9n0wt82i/UNAH%20SAN%20PABLO%20%28ANILLO%29.kmz?dl=1"
556;"Ruta UNAH - San Pablo";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/1v711sj6s3dswa6/UNAH%20SAN%20PABLO.kmz?dl=1"
557;"Ruta UPNFM - Col. Aleman";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/av2zk6y8t9cil2g/UPNFM%20COL%20ALEMAN.kmz?dl=1"
558;"Ruta UPNFM - Francisco Morazan";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/zfzwkonjocwi70p/UPNFM%20FRANCISCO%20MORAZAN.kmz?dl=1"
559;"Ruta UPNFM - Hato de Enmedio";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/kxb3h5xr6ef8o9y/UPNFM%20HATO%20DE%20ENMEDIO.kmz?dl=1"
560;"Ruta UPNFM - Loarque (Aeropuerto)";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/9fvq0fm5ad4s1gh/UPNFM%20LOARQUE%20AEROPUERTO.kmz?dl=1"
561;"Ruta UPNFM - Loarque (Anillo)";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/pdlwgg6rp2uufk3/UPNFM%20LOARQUE.kmz?dl=1"
562;"Ruta UPNFM - Carrizal";3;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/a0v1sl3ve2sajd5/UPNFM%20PUENTE%20CARRIZAL.kmz?dl=1"
585;"Centroamérica Oeste - Centro";1;8;110;"6:00:00";"14:00:00";"1 Minutos";"https://www.dropbox.com/s/qtjo2ihbugld31q/CENTROAMERICA%20OESTE%20CENTRO.kmz?dl=0"
586;"Nueva Suyapa - Mercado por el Prado";1;8;110;"5:30:00";"20:00:00";"1 Minutos";"https://www.dropbox.com/s/jysevfo97vvt9xq/Colonia%20Nueva%20Suyapa%20Mercado%20Por%20El%20Prado.kmz?dl=0"
587;"Río Abajo - Mercado";1;8;110;"5:45:00";"19:00:00";"1 Minutos";"https://www.dropbox.com/s/6gz4o43wv7d6mxb/RIO%20ABAJO%20MERCADO.kmz?dl=0"
588;"Villeda Morales - Mercado";1;8;110;"5:15:00";"19:30:00";"1 Minutos";"https://www.dropbox.com/s/76zspi517lvpnhm/VILLEDA%20MORALES%20MERCADO.kmz?dl=0"
593;"Parque Herrera - Plancitos";1;8;110;"5:30:00";"18:00:00";"1 Minutos";"https://www.dropbox.com/s/8v3shi6h1mectvf/PARQUE%20HERRERA%20PLANCITOS.kmz?dl=0"
594;"La Joya - Centro";1;8;110;"5:30:00";"20:00:00";"60 Minutos";"https://www.dropbox.com/s/48dja6za0pqz8yi/LA%20JOYA%20CENTRO.kmz?dl=0"
2639;"EL PORVENIR-TEGUCIGALPA-VICEVERSA";2;8;110;"14:49:00";"14:49:00";"1 Minutos";"0"
2797;"CENTRO-SANTA BARBARA-GALERAS-GUALJOCO-VICEVERSA";1;16;251;"16:26:00";"16:26:00";"20 Minutos";"-"
