"ID_Direccion";"Nombre_Direccion"
830;"SAMBITA"
831;"PLANES"
832;"ALDEA COPEN"
833;"EL AMARILLO"
834;"CIRIBOY"
835;"SICO"
836;"AEROPUERTO OCOTALES"
837;"LA CLAURA"
838;"EL CASTILLO"
839;"TUCUMACHO"
840;"SANGRELAYA"
841;"PUNTA PIEDRA"
842;"IRIONA VIEJO"
843;"CIRIBOYA"
844;"EL ÑATO"
845;"LA PUNTA"
846;"TOCAMACHO"
847;"Limon"
848;"NUEVA ESPERANZA"
849;"VILLA NUEVA"
850;"RIO MIEL"
851;"KILOMETRO 60"
852;"BRISAS DE MIRAMAR"
853;"EL GUANO ADELANTE DE LA COMUNIDAD DEL PARAISO"
854;"FLORES DE ORIENTE TINGLAS"
855;"PLAN DE FLORES, 10 MINUTOS DESPUES DE LIMON"
856;"ALDEA LIMONCITO"
857;"FRANCIA"
858;"FLORES DE ORIENTE"
859;"ELIXIR"
860;"BELLA VISTA"
861;"LA PAVA"
862;"REGADEROS"
863;"LAS MERCEDES"
864;"CABALLERIA"
865;"COOPERATIVA LA CHOLOMEÑA"
866;"COOPERATIVA LA LUCHA"
867;"EL ESFUERZO"
868;"JAGUILLO MUERTO"
869;"SABA"
870;"BARRANCO CHELE"
871;"SITRAFASISA"
872;"SONAMBULA"
873;"LUCIA"
874;"SABA, LAS GOLONDRINAS,MARGEN DERECHO RIO AGUAN"
875;"PALOS DE AGUA ABAJO"
876;"ORICA"
877;"ACHIOTE"
878;"BARRIO EL COYOL"
879;"SITRAEASISA CLL.PPA. CONTIGUO ESCUELA ESTEBAN G."
880;"NUEVA CHOLOMEÑA"
881;"CUNDA, CARRETERA ASANTA FE"
882;"SANTA FE"
883;"LAS BRISAS"
884;"MIRADOR ARRIBA"
885;"BETULIA"
886;"PLAN GRANDE"
887;"BARRIO KAKATON"
888;"GUADALUPE"
889;"BAYEIRA"
890;"RAFAEL LEONARDO"
891;"DOS BOCAS"
892;"VUELTA GRANDE"
893;"BARRA DE AGUAN"
894;"SANTA ROSA DE AGUAN"
895;"NUEVA BARRA DE AGUAN"
896;"SONAGUERRA"
897;"LA HILARIA, SONAGUERA"
898;"EL SASTRE"
899;"SABANA DE UTILA"
900;"LOS PLANES"
901;"EL OLVIDO, COL. MORAZAN"
902;"SONAGUERA"
903;"PARMA"
904;"COL 9 DE AGOSTO"
905;"ISLETAS"
906;"SAN MIGUEL ARCANGEL"
907;"COL 25 DE SEPTIEMBRE"
908;"LA MONROY"
909;"DESVIO EL PORVENIR"
910;"MASICALES"
911;"LOS SUREÐOS"
912;"CUYULAPA"
913;"LOS MONTILLOS"
914;"SONAGUERITO"
915;"FLORES DEL ESTE"
916;"COOPERATIVA 21 DE NOVIEMBRE"
917;"SABANAS DE LOS SANTOS"
918;"JUAN LAZARO"
919;"EL SINAI"
920;"PUENTE ALTO"
921;"EL TAPON"
922;"LA HOYA"
923;"ISLETAS CAMPO OSCURO"
924;"SABANAS DE LORELAY"
925;"LA PAZ"
926;"LA CUBANA"
927;"QUEBRADA DEL PADRE"
928;"LOS CARRIOLES"
929;"UTILA"
930;"EL GUAYABAL"
931;"RIO DE PIEDRA"
932;"GIOCONDA"
933;"GUANACASTE"
934;"TROVADOR"
935;"AIDA PUENTE ALTO"
936;"LA CURVA DE ISLETA"
937;"QUEBRADA DE ARENA"
938;"FAUST"
939;"CHURRUSQUERA"
940;"BARRIO ARRIBA"
941;"UTILA SONAGUERA"
942;"CARLOS MORAZAN"
943;"AIDA PUENTE"
944;"LORELAY"
945;"SABANAS DE UTILA"
946;"LA HILARIA"
947;"ALDEA SINAI"
948;"COOPERATIVA 18 DE SEPTIEMBRE"
949;"El Joconal"
950;"CENTRAL ZAMORA, TOCOA"
951;"COL. SINALOA"
952;"PRIETA"
953;"BARRIO MANGASECA"
954;"GUAPINOL"
955;"BARRIO ABAJO"
956;"TOCOA"
957;"ZAMORA"
958;"LOS LAURELES"
959;"LA PISTA"
960;"EL TIGRE"
961;"SAN ANTONIO DE GARAY"
962;"PUEBLO VIEJO"
963;"BADO ANCHO"
964;"LAS VEGAS"
965;"PINALITO"
966;"COL EL CUARENTA Y CINCO"
967;"PINARES ABICINIA"
968;"COL. FABIO OCHOA"
969;"CERRO AZUL"
970;"NUEVA VIDA"
971;"EL BARRO"
972;"COLONIA BUENA VISTA"
973;"BUENA VISTA GARCIA"
974;"LA CONFIANZA"
975;"SAN PEDRO DE LAS MINAS"
976;"SALAMA"
977;"MALA FALDA"
978;"AURORA"
979;"COLONIA LEMPIRA"
980;"SAN JOSE DE CORRALES"
981;"CHIRIPA"
982;"COLONIA OCCIDENTAL"
983;"LA ABICINIA"
984;"JUAN ANTONIO"
985;"QUEBRADA DE AGUA"
986;"LA BOLSA"
987;"CAYO CAMPO"
988;"ALDEA ZAMORA"
989;"TAUJICA"
990;"BARRIO SAN ISIDRO"
991;"LERIDA"
992;"CAYO SIERRA"
993;"CUACA"
994;"FTE. CAMPO BANADESA"
995;"S.E. CARRETERA A TRUJILLO DESPUES DE ALDEA TANJIAN"
996;"COLONIA FABIO OCHOA"
997;"COL. FCO MARTINEO ( LOS MAESTRO)"
998;"COLONIA 18 DE SEPTIEMBRE"
999;"SINALOA"
1000;"ALDEA TAUJICA AREA RURAL"
1001;"COLONIA SALOMON MARTINEZ"
1002;"N.E. ORILLA CARRETERA PAVIMENTADA A CEIBA"
1003;"BO BUENOS AIRES"
1004;"TAMARINDO"
1005;"BO SAN ISIDRO"
1006;"BO. MANGA SECA"
1007;"Barrio Buenos Aires"
1008;"25 DE ABRIL"
1009;"PUERTO CASTILLA"
1010;"RIGORES"
1011;"Altos de Guanchias"
1012;"COOPERATIVA HONDURAS AGRICOLA"
1013;"GRANERO"
1014;"ILANGA"
1015;"TRUJILLO"
1016;"BARRIO BUENOS AIR"
1017;"LAS PILAS CONTIGUO A LA ESCUELA"
1018;"COL. 18 DE ABRIL"
1019;"HOLANDA LINDA"
1020;"GUADALUPE CARNEY"
1021;"MISION DEL CARIBE"
1022;"CHACALAPA"
1023;"LA BREA"
1024;"COOPERATIVAS HONDURAS AGUAN"
1025;"TALNETES"
1026;"FLORES UNO"
1027;"BRISAS DE RIO ORO"
1028;"COOP. 13 DE JUNIO"
1029;"EL OCOTE"
1030;"UNION PACEÐA"
1031;"EL TESORITO"
1032;"SAN JOSE DEL BENQUE"
1033;"AGUA SARCA"
1034;"BRISAS DE PIEDRA BLANCA ARRIBA"
1035;"RIO CLARO"
1036;"SAN JOSE DE MINERALES"
1037;"SANTA ELENA DOS"
1038;"CAPIRO"
1039;"FLORIDA MIRAMAR"
1040;"LOS PRESOS"
1041;"LA SALTOSA"
1042;"JAZMINES DE ORIENTE"
1043;"BUENOS AIRES BARRIO EL CENTRO"
1044;"JERICO"
1045;"OCOTES ALTOS"
1046;"PUERTO RICO"
1047;"EL PARAISO"
1048;"DULCE NOMBRE DE COLON"
1049;"EL BENQUE"
1050;"CHICHIGUITE ABAJO"
1051;"EL HIGUERITO"
1052;"LAS DELICIAS DOS"
1053;"COOPERATIVA PANAMA"
1054;"TARRAL"
1055;"COOP SUYAPA"
1056;"CAMPO TRES"
1057;"EL ANTIGUAL"
1058;"SAN ANTONIO DEL BRICHE"
1059;"PIEDRA BLANCA ABAJO"
1060;"EL ACHIOTE"
1061;"RIO NEGRO"
1062;"ALDEA COOPERATIVA LA COLONIA"
1063;"BETANIA ORIENTAL"
1064;"SAN JOSE DE LA MONTAÐA"
1065;"LAS NIGUAS"
1066;"EL PALMICHAL"
1067;"CAMPO DOS"
1068;"IRINEO"
1069;"TARROS"
1070;"LA POLLA"
1071;"HIGUERALES"
1072;"SILIN"
1073;"CHICHIGUITE"
1074;"ALDEA LAS PILAS"
1075;"MARAÐONES"
1076;"MONTE ABAJO"
1077;"PALETALES"
1078;"BOCA DEL COCO"
1079;"RIO ARRIBA"
1080;"LA ESPERANZA"
1081;"LA COLONIA DE AGUAN"
1082;"LA ATASCOSA"
1083;"ALDEA DE FEO"
1084;"CHAPAGUA"
1085;"CRISTALES"
1086;"HOLANDEZA LINDA"
1087;"PANAMA"
1088;"13 DE JUNIO"
1089;"ALDEA NUEVA MASICALES"
1090;"ALDEA SILIN"
1091;"AGUA AMARILLA"
1092;"COL JERICO"
1093;"IRINEOS"
1094;"COMUN DE CAPIRO"
1095;"ALDEA JERICO"
1096;"COL EDUARDO CASTILLO"
1097;"BO SAN MARTIN"
1098;"SAN JOSE DEL CINCO"
1099;"BARRIO LA MILAGROSA"
1100;"PUERTO CASTILLO"
1101;"BO CRISTALES"
1102;"BO RIO NEGRO"
1103;"LAMANI"
1104;"LAGUNETAS"
1105;"TRAPICHITO"
1106;"LAMANI COMAYAGUA"
1107;"GUACHIPILIN"
1108;"VALLADOLID"
1109;"LAS MESETAS"
1110;"ALDEA TABLAZON"
1111;"BARRIO CENTRO"
1112;"SAN JOSE DEL POTRERO"
1113;"CAMALOTAL 2"
1114;"ALDEA DE CARBONERAS"
1115;"LA PEÐITA"
1116;"DOLORES"
1117;"TERRERITOS"
1118;"EL ENCINAL"
1119;"LAS LAGUNAS"
1120;"EL ESPINO"
1121;"EL OCOTAL"
1122;"EL CAMALOTAL 1"
1123;"AGUA BLANCA"
1124;"MINAS DE PLATA"
1125;"QUEZALAPA"
1126;"BARRIO GUANASTE"
1127;"EL CAMALOTAL"
1128;"EL ENCIMAL"
1129;"QUEZALAPA, LAGUNA QUEZALAPA"
1130;"SAN JOSE DEL PATRERO, BARRIO EL CENTRO"
1131;"ALDEA CERRO BLANCO"
1132;"CARPULES"
1133;"LA CAMPANA"
1134;"PUENTE EN CURVA"
1135;"LA CAÐADA"
1136;"CORRALITOS"
1137;"LA CAMPA"
1138;"ALDEA EL CAMALOTE"
1139;"EL LLANITO"
1140;"VEGAS DEL SOLORZANO"
1141;"LAS HUERTAS"
1142;"POZO AZUL"
1143;"TABLEROS"
1144;"EL JUNCO DE LA PALMA"
1145;"CHAGUITILLOS"
1146;"LAS PAVAS"
1147;"LOS IMPOSIBLES"
1148;"EL LEONCITO"
1149;"SABANA GRANDE"
1150;"LOMAS VERDES"
1151;"EL BIJAO"
1152;"BUEN PASTOR"
1153;"AGUA DULCITA"
1154;"ALDEA SANTA ROSA"
1155;"LOMA LARGA"
1156;"LA CAÑADA, SAN ISIDRO"
1157;"CERRO BLANCO"
1158;"BARRIO SAN RAFAEL"
1159;"Las Canada?s"
1160;"ESQUIAS BO. LA ESPERANZ"
1161;"CASERIOS LAS MAJADAS"
1162;"ORO ABAJO"
1163;"BO LA PEÐA RANCHO GRANDE"
1164;"ALDEA DE JUTIAPA"
1165;"EL COMAL"
1166;"LAS GUAMAS"
1167;"LA MINITA"
1168;"RANCHO GRANDE"
1169;"VALLECILLOS"
1170;"LOS ANIZALES"
1171;"HACIENDA VIEJA"
1172;"LA FLORIDA,EL PLAYON"
1173;"LA LAGUNA EL ZAPOTE"
1174;"CALPULES"
1175;"LA LAGUNA"
1176;"COYOLITOS"
1177;"ALDEA EL ZAPOTE"
1178;"EL JUNCO"
1179;"LAS MINITAS"
1180;"NETAPA"
1181;"PELADERITO"
1182;"LOS POCITOS"
1183;"ALDEA EL ORO"
1184;"ALDEA EL PLAYON"
1185;"RANCHO GRANDE BO. LA PEÑA"
1186;"LA LAGUNA DE EL ZAPOTE"
1187;"NEPATA"
1188;"ALDEA RIO CHIQUITO"
1189;"ESQUIAS BARRIO EL CENTRO"
1190;"FRENTE AL SALON COMUNAL HUMUYA"
1191;"EL REPARTO"
1192;"HUMUYA"
1193;"LAS TIERRAS"
1194;"EL PENON"
1195;"COL. LOS PINARES"
1196;"ALDEA CORDONCILLOS"
1197;"Aldea GUACAMAYAS"
1198;"rio rojo, las lajas, comayagua"
1199;"DULCE NOMBRE, LAS LAJAS"
1200;"BARRIO SUYAPA, LAS LAJAS"
1201;"BO. EL PORVENIR"
1202;"BO. SUYAPA"
1203;"EL BEJUCAL"
1204;"TAPIQUIL"
1205;"LOS PORTONES"
1206;"SAN MANUEL DE LA PARRA"
1207;"BUENOS AIRES N11"
1208;"LOS GUINEOS"
1209;"EL PACAYAL"
1210;"LAS PIÐAS"
1211;"LOS DOS RIOS"
1212;"EL BUEN PASTOR"
1213;"EL ROBLEDAL"
1214;"LA CANDELARIA"
1215;"DULCE NOMBRE"
1216;"BO. GUADALUPE"
1217;"LOS DOLORES"
1218;"CAMINOS NUEVOS"
1219;"CAMINO NUEVO"
1220;"LEJAMI"
1221;"LOS PITONES"
1222;"VALLE BONITO"
1223;"MONTAÐUELAS"
1224;"EL TRANSITO"
1225;"BARRIO SAN FRANCISCO"
1226;"LA SOLEDAD"
1227;"ALDEA EL HIGUERON"
1228;"GRACIAS A DIOS"
1229;"LOS CABLOTES"
1230;"CASA DE PIEDRA"
1231;"BARRIO SAN JOSE"
1232;"EL MATAZANO"
1233;"EL FILO"
1234;"SAN ADRES"
1235;"EL FALDON"
1236;"LA MALCOTOSA"
1237;"LA MINA"
1238;"CERRO EL NANCE"
1239;"CERRO NEGRO"
1240;"CUESTA DEL NEO"
1241;"EL SAQUE"
1242;"LOS ALFAROS"
1243;"LA PITA"
1244;"EL OLVIDO"
1245;"CABECERAS"
1246;"GOTERAS"
1247;"ZACALITOS"
1248;"VALLE DE ANGELES"
1249;"PLAN DE ALEJANDRO"
1250;"VALLE BONITO BO. ABAJO"
1251;"BO. SAN FRANCISCO"
1252;"MONTAÑUELAS"
1253;"COLONIA MAZARELLA"
1254;"ALDEA EL ROSARIO"
1255;"MARAGUA"
1256;"ALDEA SAN BENITO"
1257;"MATA PALO"
1258;"ALDEA CORINTO"
1259;"MONTE DE DIOS"
1260;"LA PIMIENTA"
1261;"EL CIENEGAL"
1262;"CANCHIAS"
1263;"ALDEA LAS MESTIZAS"
1264;"EL AGUAJE"
1265;"LOS GLOBOS"
1266;"POTRERILLOS"
1267;"ALDEA SANTA ANA"
1268;"ALDEA EL PALMITAL"
1269;"ALDEA EL BUEN PASTOR"
1270;"MEAMBAR"
1271;"EL PLAMITAL"
1272;"MINAS DE ORO"
1273;"LA CHACARA"
1274;"EL ZOMPOPERO"
1275;"LAGUNITAS"
1276;"RIO COLORADO"
1277;"EL PATASTE"
1278;"JOYA DE MULAS"
1279;"SAN FRANCISCO DE LA PEÐA"
1280;"EL SOCORRO"
1281;"HOYA DE LA PUERTA"
1282;"ALDEA MONTECITOS"
1283;"PIMIENTILLA"
1284;"BO. EL CENTRO"
1285;"MINAS DE SAN ANTONIO"
1286;"PIMIENTA"
1287;"COMAYAGUA"
1288;"BO ABAJO"
1289;"AJUTERIQUE"
1290;"JAGUAL 2"
1291;"ALDEA EL JAGUAL"
1292;"BUENOS AIRES 2"
1293;"LA PROVIDENCIA"
1294;"EL HIELO"
1295;"LA DALIA"
1296;"JOYA DEL BLANCO"
1297;"CAMPO 2"
1298;"RIO ROJO"
1299;"LOS ANISES"
1300;"OJOS DE AGUA COMAYAGUA"
1301;"SAN JOSE DE COMAY"
1302;"LOS ZOMPOPEROS"
1303;"LAS MANZANAS"
1304;"ALDE ALE PORVENIR"
1305;"LAGUNA SECA"
1306;"HIGUERONES"
1307;"ALDEA CHAPARAL"
1308;"PUERTA DEL POTRERO"
1309;"SAN JOSE DE COMAYAGUA"
1310;"SAN SEBASTIAN"
1311;"ALDEA EL ESPINO"
1312;"CHILALEZA"
1313;"MALALEGUA"
1314;"AGUA SALADA"
1315;"LA PEÑITA"
1316;"Santos Discua, Siguatepeque"
1317;"Siguatepeque"
1318;"BARIO EL CENTRO"
1319;"BO. SUYAPITA"
1320;"BO EL CARMEN"
1321;"OJOS DE AGUA"
1322;"LA TIGRA"
1323;"PURAN"
1324;"LA CUCHILLA, SIGUATEPEQUE"
1325;"EL CALICHE"
1326;"BARRIO MARACUYA"
1327;"COLONIA JUAN DE LA CRUZ AVELAR"
1328;"TRES DE SEPTIEMBRE"
1329;"BARRIO SAN JUAN"
1330;"BRISAS DEL BOSQUE"
1331;"CASERIO ORIENTE"
1332;"BALIBREA"
1333;"BUENAS CASAS"
1334;"SAN DIMAS INMEDIACIONES CARRETERA DEL NO"
1335;"AGUAS DEL PADRE"
1336;"SABANAS DE OCOTE"
1337;"LA GERMANIA"
1338;"BO ZARAGOSA"
1339;"LA LAGUNA NO. 1"
1340;"BARRIO LOA COLINAS"
1341;"TAUPAZ"
1342;"ALDEA SAN FERNANDO"
1343;"BARRIO SAN ANTONIO"
1344;"BUEN VISTA"
1345;"COLONIA ANTONIO MATA"
1346;"BO EL PARNASO"
1347;"BARRIO ABAJO, SIGUATEPEQUE"
1348;"BO. ZARAGOZA"
1349;"ALDEA EL POTRERON"
1350;"BO. CALANTERIQUE"
1351;"EL SAUCE"
1352;"EL CAONAL"
1353;"SOCORRO DE LA PEÑITA"
1354;"ALDEA BUENA VISTA"
1355;"LA CRUSITA"
1356;"SANTA MARTHA CALLE 3, 2-3 AVENIDA"
1357;"EL PITO"
1358;"CHORRERITAS"
1359;"SAN IGNACIO"
1360;"RIO BONITO"
1361;"ALDE ACHUIGUITES"
1362;"BO. EL CENTRO AGUA DULCE"
1363;"GUARAJAO NUEVO"
1364;"STA. CRUZ DEL DULCE"
1365;"BO. BUENOS AIRES"
1366;"EL RINCON LA MISMA"
1367;"BARRIO EL PARNASO 1CY 2C 9 Y 1 AVE."
1368;"BARRIO EL CARMEN"
1369;"BARRIO SAN MIGUEL"
1370;"SANTA CRUZ DEL DULCE"
1371;"VILLA ALICIA"
1372;"BO. MACARUYA"
1373;"COL JUAN AVELAR"
1374;"COL ANTONIO MATHA"
1375;"EL CARMEN"
1376;"BO SANTA MARIA"
1377;"JARDINES"
1378;"PITO SOLO"
1379;"BACADIA"
1380;"TAULABE"
1381;"SAN ANTONIO DE BACADIA"
1382;"LA UNION BUEVISTA"
1383;"QUEBRADAS YURE"
1384;"EL PLAYON"
1385;"EL CANTILLANO"
1386;"FRENTE AL CAMPO DE FOOT BALL"
1387;"LA UNION DE SAN ANTONIO"
1388;"EL PALMICHAL BARRIO EL CARMEN"
1389;"ALDEA EL PEÐON"
1390;"ALDE AEL CHAPARRAL"
1391;"LA CEIBITA"
1392;"LAJAS"
1393;"EL HAGUITE"
1394;"LOS LLANOS"
1395;"BUENA VISTA DE VARSOVIA"
1396;"BRISAS DE BACARIA"
1397;"QUEBRADITAS"
1398;"SAN ANTONIO DE YURE"
1399;"LAS ALEJANDRAS"
1400;"LA ANGOSTURA"
1401;"CAMALOTES"
1402;"ALDEA VARSOVIA"
1403;"ALDEA EL CERRON"
1404;"TERRERO BLANCO"
1405;"OCOMAN"
1406;"MOTAÐUELAS"
1407;"JAITIQUE"
1408;"LA MISION"
1409;"COL. LAUNION"
1410;"VARSOVIA"
1411;"BARRIO SAN MIGUEL CERRO AZUL"
1412;"BO. EL CARMEN"
1413;"PUENTE NEGRO"
1414;"BO. EL CAMPO"
1415;"Aldea Los Hornos"
1416;"BARRIO ESQUIPULAS"
1417;"SAN BENITO"
1418;"FLORES"
1419;"PEPINEROS"
1420;"CHAGUITE GRANDE"
1421;"PALOS BLANCOS"
1422;"EL VARILLAL"
1423;"LAS MORAS"
1424;"LAS BOTIJAS"
1425;"EL AMATILLO"
1426;"ALDEA QUEBRADA HONDA"
1427;"RANCHO CHIQUITO"
1428;"ALDEA EL CIMIENTO"
1429;"PROTECCION"
1430;"BARRIO EL CAMPO"
1431;"BO. SAN RAFAEL"
1432;"QUEBRADA HONDA"
1433;"VILLA SAN ANTONIO"
1434;"PUENTE NEGRO VILLA SAN ANTONIO"
1435;"EL COQUITO"
1436;"SAN NICOLAS"
1437;"VILLA DE SAN ANTONIO"
1438;"FATIMA"
1439;"COL. CRISTOMO MARCIA"
1440;"NUEVA CEIBITA"
1441;"ALDEA OCOTES CAIDOS"
1442;"JAMALTECA"
1443;"COL. IRLANDA"
1444;"JARDINES NO.2"
1445;"PLAN DE LA LAGUNA"
1446;"COLONIA CONCEPCION"
1447;"TRES PINOS"
1448;"LOS MONZONES"
1449;"LA LAGUNA BUENA VISTA"
1450;"LOS CELEQUITOS"
1451;"SEIS DE NOVIEMBRE"
1452;"14 DE JULIO"
1453;"ALDE LA CEIBITA"
1454;"DELICIAS"
1455;"JARDINES 1"
1456;"AL DE TALAGUITA"
1457;"POTRERO SUCIO"
1458;"ALDEA FATIMA, SAN JERONIMO"
1459;"VALLECILLO"
1460;"CERRO GRANDE"
1461;"LAS ARAIDAS"
1462;"LAS DANTAS"
1463;"LLANO DE LA PUERTA"
1464;"LA LAGUNA JACINTILLOS"
1465;"PLAN DE LEONES"
1466;"SAN ANTONIO DE LA CUESTA"
1467;"COL IRLANDA"
1468;"LAS ARADAS"
1469;"LAS CRUSITAS"
1470;"TALANGUITA LA ALDEA"
1471;"GORRIONES SAN LUIS"
1472;"SAN LUIS"
1473;"BARRIO LA ESPERANZA"
1474;"EL ZUMBIDO"
1475;"ALDEA SAN RAFAEL"
1476;"LOS ZACATALES"
1477;"LAS QUEBRADAS"
1478;"LOS TRES PALOS"
1479;"QUEBRADA AMARILLA"
1480;"LOMA PELADA"
1481;"LOS TROJES"
1482;"ALDEA PLAN GRANDE"
1483;"TRES PALOS"
1484;"ANIZALES"
1485;"EL SUMBIDO"
1486;"LIQUIGUE"
1487;"SAN RAFAEL 8 KM AL OESTE"
1488;"ALDEA EL PLAYONCITO"
1489;"LOS POZOS"
1490;"QUELEPA"
1491;"ALDEA EL SIFON"
1492;"LO DE REYNA"
1493;"EL MISTERIO"
1494;"EL SIFON"
1495;"FRENTE ALA CALLE PRINCIPAL"
1496;"AJUTERIQUE BO. LOS ANGELES"
1497;"BARRIO CONCEPCION"
1498;"BARRIO BELLA VISTA LA ZAREITA"
1499;"Barrio Moraz?n Frente al Hospital Bogran"
1500;"VALLE DE ANGELES COMAYAGUA"
1501;"EL CIRUELO"
1502;"COL. PRIMERO DE MAYO"
1503;"BARRIO SANTA LUCIA"
1504;"PALO PINTADO"
1505;"EL EDEN, COMAYAGUA"
1506;"BO. EL TORONDON"
1507;"BARRIO LOS DOLORES"
1508;"BARRIO LA ZARCITA, COMAYAGUA"
1509;"ALDEA EL TULE"
1510;"SANTA ROSA DE NUENAS NOCHES"
1511;"ASENTAMIENTO EL ROSARIO"
1512;"COMUNIDAD DE LA LAGUNA 3"
1513;"DELICIAS DE AGUA FRIA"
1514;"COLONIA FIALLOS"
1515;"EL OCOTILLAL"
1516;"BO LOURDES"
1517;"TENGUAJE"
1518;"EL TAMBORAL"
1519;"SAN ANTONIO DE CANAS"
1520;"ASENTAMIENTO CAMPESINO EL TALADRO"
1521;"CONCEPCION DE RIO BLANCO"
1522;"EL MATASANO"
1523;"COL. SAN MIGUEL NO 2"
1524;"ALDEA QUEBRADA DE AGUA"
1525;"SAN JOSE DEL INJERTO"
1526;"BO BUENA ESPERANZA"
1527;"MATA DE CAÑA"
1528;"SAN JOSE DE LA MORA"
1529;"COL NUEVA VALLADOLID SUR"
1530;"COL 21 DE ABRIL"
1531;"SAN ANTONIO DEL MATAZANO"
1532;"ALDEA LA CIDRA"
1533;"EL PAJONAL"
1534;"ASENTAMIENTO IVAN BENTACOURTH"
1535;"COLONIA LOS JASMINEZ"
1536;"EL CANTORAL"
1537;"LA COOPERATIVA"
1538;"COL NUEVA COMAYAGUA"
1539;"ALDEA EL MOTATAL"
1540;"LOS CASCABELES"
1541;"CARBONERAS EL PEÑON"
1542;"PLAN DE LA ROSA"
1543;"LA PALMA"
1544;"PALMEROLA II"
1545;"BO SAN BLAS COSTADO OESTE DE LA IGLESIA"
1546;"LA ESCALERA"
1547;"BO LA INDEPENDENCIA"
1548;"PALMEROLA I"
1549;"ALDEA DE AGUA FRIA"
1550;"SAN MIGUEL DE SELGUAPA"
1551;"ALDEA CONCEPCION DEL HORNO"
1552;"ALDEA EL VOLCAN"
1553;"SANTA RITA DE LOS EMPATES"
1554;"EL RESUMIDERO"
1555;"PLANES DE CHURUNE"
1556;"MOTAGUA DEL ROBLITO"
1557;"ALDEA DE PLANES DEL HORNO"
1558;"CHARAMUSCA"
1559;"ALDEA SAN JOSE DE RIO BLANCO"
1560;"BO SAN ANTONIO DEL LA SABANA"
1561;"LAS ANONAS"
1562;"ALDEA LAS MARIAS"
1563;"LOMAS DEL CORDERO"
1564;"ALDEA DE SAN JOSE DE PANE"
1565;"CACAHUAPA"
1566;"NUEVA VALLADOLID"
1567;"LA FLOR"
1568;"ALDEA CARBONERAS"
1569;"ALDEA LA JAGUITA"
1570;"EL TALADRO"
1571;"ALDEA EL PARAISO"
1572;"LA SAMPEDRANA"
1573;"ALDEA LAS LICONAS"
1574;"PIEDRAS AZULES"
1575;"ALDEA VERACRUZ"
1576;"SAN ANTONIO DE LA LIBERTAD"
1577;"PORTILLO DE LA MORA"
1578;"BARRIO TORONDON"
1579;"BO CABANAS ALEDANO A ESTADIO HISPANO"
1580;"BO ARRIBA CENTRO"
1581;"BO. ARRIBA"
1582;"EL ROBLITO"
1583;"LAS LICONAS"
1584;"LA MEZA"
1585;"LA JAGUITA"
1586;"SAN JOSE DE PANE"
1587;"EL PORTILLO DE LA MORA"
1588;"LOS EMPATES"
1589;"COLONIA LOS JAZMINES"
1590;"KM,87 CARRETERA AL NORTE S.P.S."
1591;"MATA DE CAÐA"
1592;"ASENTAMIENTO IVAN BETANCOURTH"
1593;"CONCEPCION"
1594;"EL VOLCAN"
1595;"COLONIA EL BOQUIN"
1596;"EL MATATAL"
1597;"PALMEROLA"
1598;"COLONIA EL MILAGRO DE DIOS"
1599;"COLONIA PRIMERO DE MAYO"
1600;"COLONIA VALLADOLID"
1601;"BARRIO LA CARIDAD"
1602;"BARRIO LA INDEPENDENCIA"
1603;"BO. SAN SEBASTIAN"
1604;"SAN ANTONIO DE LA SABANA"
1605;"B. SANTA LUCIA"
1606;"DEL VALLE"
1607;"CAPUCAS"
1608;"GUALME"
1609;"LOMA ALTA"
1610;"PLATANOS"
1611;"EL SUPTILLO"
1612;"PACAYAS"
1613;"LAS MESITAS"
1614;"PASHAPO"
1615;"JIMILILE"
1616;"CONQUIN"
1617;"CORQUIN COPAN"
1618;"BOCA DEL MONTE"
1619;"SAN JOSE DEL BOSQUE"
1620;"PRIMER EDIF. ENTRADA PRINCIP."
1621;"PLAN DEL NARANJO"
1622;"EL CAMALOTE"
1623;"EL BALSAMO"
1624;"YARUCONTE"
1625;"VEGA REDONDA"
1626;"YARUCANTE"
1627;"LA JIGUA"
1628;"EL SISIN"
1629;"TORRECILLAS"
1630;"TECOMAZUCHE"
1631;"PUENTE GOASCORAN"
1632;"ALDEA NUEVA"
1633;"LA TEJERA"
1634;"CHEPELARES"
1635;"EL CAMPANARIO"
1636;"VALLE MAGDALENA"
1637;"LA CUCHILLA PLATANARES"
1638;"PIEDRA PINTADA"
1639;"VALLE MAGDELENA"
1640;"BO EL ALTO"
1641;"EL MASICAL"
1642;"EL BORBOLLON"
1643;"EL OCOTON"
1644;"SAN RAYMUNDO"
1645;"TIERRA COLORADA"
1646;"SAN JOAQUIN"
1647;"PEÐA BLANCA"
1648;"LA ZUMBADORA"
1649;"DOLORES, COPÀN"
1650;"EL ESPIRITU"
1651;"FLORIDA"
1652;"EL ALTO"
1653;"EL GAUAYABO"
1654;"NUEVA VIRTUD"
1655;"SAN JOSE DE LAS FLORES"
1656;"FTE CANCHA DE FUTBOL"
1657;"DUBONES"
1658;"ERMITAÐO"
1659;"EL JARDIN"
1660;"EL GUANAL"
1661;"MARAZUL"
1662;"DORMITORIO 2"
1663;"EL CALICHON"
1664;"3 KMS AL NORTE DE POTRERILLOS"
1665;"LAS JUNIAPAS"
1666;"SANTA CLARA"
1667;"LA ELENCIA"
1668;"SIETECUCHILLAS"
1669;"BARRANCA GRITA"
